,Split1,Split2,Split3,Split4,Split5
0,0.0020993833895772696,0.003752229269593954,0.004387554246932268,0.010025279596447945,0.016060184687376022
1,0.001609083847142756,0.00177095050457865,0.007609539665281773,0.005124553106725216,0.015671275556087494
2,0.0005255276337265968,0.0011645345948636532,0.005954379215836525,0.003912541549652815,0.025960447266697884
3,0.0006547652883455157,0.000492848630528897,0.006756310351192951,0.002858977299183607,0.015391720458865166
4,0.0002819386136252433,0.00022239120153244585,0.00572060514241457,0.002095206407830119,0.011387939564883709
5,0.00013496415340341628,0.00021375987853389233,0.005246966611593962,0.0017646695487201214,0.009139959700405598
6,0.0001268051128135994,0.00023627570772077888,0.0029544064309448004,0.0015007819747552276,0.007397593464702368
7,0.00012385188892949373,0.0004266620089765638,0.009554188698530197,0.0013743828749284148,0.008513769134879112
8,0.00012108590453863144,0.00035176007077097893,0.00913339201360941,0.001363431685604155,0.005829561967402697
9,0.00011825272667920217,0.00047753346734680235,0.007500009145587683,0.0012294691987335682,0.0055754962377250195
10,0.00011787730181822553,0.0005425848066806793,0.007227691356092691,0.0012214207090437412,0.0054815844632685184
11,0.00011457441723905504,0.0005088134785182774,0.006409269757568836,0.0011620233999565244,0.0055146776139736176
12,0.00011572593939490616,0.00035603760625235736,0.007165263872593641,0.001149993622675538,0.005365900695323944
13,0.00011153973900945857,0.0004067524860147387,0.007674951106309891,0.001128202653490007,0.005370643921196461
14,0.00011212058598175645,0.00035997555823996663,0.008790840394794941,0.001116812927648425,0.005232438910752535
15,0.00010939400090137497,0.0004375952121336013,0.007551733870059252,0.001105927163735032,0.005054490175098181
16,0.00011032609472749755,0.0003163391083944589,0.005591197405010462,0.001159019535407424,0.004904822912067175
17,0.00010500947973923758,0.000427350023528561,0.005832945927977562,0.0011115629458799958,0.004699473734945059
18,0.00010824794298969209,0.0002187152422266081,0.004494944121688604,0.001102943904697895,0.004609439522027969
19,0.00010544752876739949,0.00024359878443647176,0.003671090118587017,0.001113550621084869,0.0043893675319850445
20,0.00010531465522944927,0.00013689609477296472,0.0024826466105878353,0.0010913246078416705,0.004973787348717451
21,0.00010309492790838704,0.0001289896754315123,0.0027515811379998922,0.0010613490594550967,0.005706528201699257
22,0.00010484446829650551,0.00013663775462191552,0.002405976876616478,0.0010400897590443492,0.0050285812467336655
23,0.00010282392031513155,0.0001604895805940032,0.0022694277577102184,0.0009885315084829926,0.0036245444789528847
24,0.00010214364738203585,0.00016149778093677014,0.0021674062591046095,0.0009720816742628813,0.0036235994193702936
25,0.00010254741209791973,0.00012799173418898135,0.0020046718418598175,0.0009817968821153045,0.0035608052276074886
26,0.00013341476733330637,0.00013880885671824217,0.002011963166296482,0.0009748192969709635,0.0034321900457143784
27,9.945186320692301e-05,0.00014044242561794817,0.0019511865684762597,0.0009678543428890407,0.003528519533574581
28,0.00010186007420998067,0.00010972349264193326,0.0018850072519853711,0.0009407118777744472,0.003376194043084979
29,9.983297786675394e-05,8.622624591225758e-05,0.0018527823267504573,0.0009261561208404601,0.0033087877091020346
30,9.901163139147684e-05,0.0001770128437783569,0.0018116323044523597,0.0009353294153697789,0.003147464245557785
31,0.00011551277566468343,7.591021858388558e-05,0.0017773123690858483,0.0009250073926523328,0.003093395847827196
32,0.00010327169002266601,0.00010484512313269079,0.0017321265768259764,0.0009253552416339517,0.0030599497258663177
33,0.00010079115600092337,7.262350845849141e-05,0.00169792037922889,0.0009705154807306826,0.0030694110319018364
34,9.85876758932136e-05,7.071325671859086e-05,0.001643990515731275,0.0009569047251716256,0.002874617697671056
35,9.450659854337573e-05,9.672093437984586e-05,0.001576034352183342,0.0008719699690118432,0.002855757949873805
36,9.494224650552496e-05,5.7138167903758585e-05,0.0015890008071437478,0.000874180521350354,0.002739493502303958
37,9.541833424009383e-05,0.00011293197167105973,0.0013620773097500205,0.0008647225331515074,0.0027432602364569902
38,9.19699523365125e-05,6.363271677400917e-05,0.0014674544800072908,0.0008374317549169064,0.002724061021581292
39,9.36151627684012e-05,6.585507071577013e-05,0.0015002962900325656,0.0008056744118221104,0.0025795071851462126
40,9.457179839955643e-05,6.499742448795587e-05,0.0015321135288104415,0.0007638283423148096,0.0024624080397188663
41,9.144350042333826e-05,6.535366992466152e-05,0.0013384671183302999,0.0007697639521211386,0.002557565690949559
42,8.967243047663942e-05,6.0131747886771336e-05,0.001469408511184156,0.0007364234188571572,0.002705379854887724
43,9.048487845575437e-05,6.17560581304133e-05,0.0013628858141601086,0.0007305291946977377,0.0025461195036768913
44,8.844635158311576e-05,5.873210830031894e-05,0.0014115297235548496,0.0007174232741817832,0.002444102428853512
45,8.741744386497885e-05,6.118584133218974e-05,0.0014190792571753263,0.0007094226311892271,0.002715783193707466
46,8.713945862837136e-05,5.9013480495195836e-05,0.0013233599020168185,0.0007024229853413999,0.002169243060052395
47,8.560008427593857e-05,6.309422315098345e-05,0.0013696966925635934,0.0006953651318326592,0.002141158329322934
48,8.559147681808099e-05,7.391985855065286e-05,0.0013671366032212973,0.0007249669288285077,0.002088272711262107
49,8.777766197454184e-05,5.478280218085274e-05,0.0013400481548160315,0.0006772527121938765,0.002133455593138933
50,8.27917319838889e-05,6.192814907990396e-05,0.0013336542760953307,0.0006979808094911277,0.00231186649762094
51,8.587127376813442e-05,5.715801307815127e-05,0.001321314019151032,0.0006981692276895046,0.002166647929698229
52,8.374419121537358e-05,6.195133755682036e-05,0.0012938827276229858,0.0011881995014846325,0.002208569785580039
53,8.157311094691977e-05,5.6231867347378284e-05,0.0012731578899547458,0.0007636070367880166,0.002743822056800127
54,8.504860306857154e-05,5.5477747082477435e-05,0.001255944138392806,0.0007510804571211338,0.0022253962233662605
55,9.044877515407279e-05,4.862510832026601e-05,0.0012456194963306189,0.0007792412652634084,0.002132140100002289
56,8.119276026263833e-05,6.368739559547976e-05,0.0012284426484256983,0.0007500884239561856,0.0027467627078294754
57,8.036212238948792e-05,6.367345486069098e-05,0.0011980381095781922,0.0006884241593070328,0.002812317805364728
58,7.819307938916609e-05,6.831294012954459e-05,0.0011836180929094553,0.0006406641914509237,0.002128665568307042
59,7.889180415077135e-05,7.355204434134066e-05,0.0011632347013801336,0.0006243555690161884,0.0030564330518245697
60,7.595092029077932e-05,7.920715870568529e-05,0.00114178447984159,0.0005881314282305539,0.0025555549655109644
61,8.040967804845423e-05,6.452091474784538e-05,0.0011197178391739726,0.0006018626154400408,0.0024898862466216087
62,7.741665467619896e-05,6.766544538550079e-05,0.001099380780942738,0.001099658664315939,0.0023916931822896004
63,7.191546319518238e-05,6.602826033486053e-05,0.0010870889527723193,0.0006386499153450131,0.0023797506000846624
64,7.293725502677262e-05,7.639562682015821e-05,0.00106682104524225,0.0007504620007239282,0.0024251805152744055
65,7.470240961993113e-05,4.611642361851409e-05,0.0010618014493957162,0.0007137538050301373,0.0023975204676389694
66,6.911513628438115e-05,4.45838195446413e-05,0.001048697275109589,0.0006971145048737526,0.002309417352080345
67,7.948052370920777e-05,5.194534605834633e-05,0.0010511624859645963,0.0008211573003791273,0.002731113228946924
68,7.123265822883695e-05,6.307340663624927e-05,0.0010235392255708575,0.0006747024017386138,0.002765680430456996
69,7.071757863741368e-05,7.242077845148742e-05,0.0010229450417682528,0.0006283203838393092,0.0025493802968412638
70,6.840421701781452e-05,9.78276802925393e-05,0.0009612045250833035,0.0006834966479800642,0.002212628023698926
71,6.26911933068186e-05,4.664829248213209e-05,0.0009281397797167301,0.0005926996236667037,0.0020753163844347
72,7.964327232912183e-05,4.8759684432297945e-05,0.000894511875230819,0.0005796675686724484,0.002443969715386629
73,6.703167309751734e-05,5.557111944654025e-05,0.0008499728282913566,0.0006198578630574048,0.0026264151092618704
74,6.781323463656008e-05,6.742851837771013e-05,0.0008061602711677551,0.0006669936119578779,0.00251251133158803
75,6.68814973323606e-05,4.719992648460902e-05,0.0007817353471182287,0.0005882044206373394,0.0020246084313839674
76,7.056028698571026e-05,7.394215936074033e-05,0.0007568713626824319,0.000659962825011462,0.0018512544920668006
77,6.875871622469276e-05,4.4162410631543025e-05,0.0007105825934559107,0.0006178281037136912,0.0022654403001070023
78,6.316829967545345e-05,7.464769441867247e-05,0.0007235165103338659,0.0006991723785176873,0.002203927142545581
79,6.53846946079284e-05,4.932649608235806e-05,0.0007442142232321203,0.0006944737979210913,0.0021978437434881926
80,5.603457611869089e-05,7.306452607735991e-05,0.0007468750118277967,0.0006705791456624866,0.0022193233016878366
81,6.730400491505861e-05,5.146620242157951e-05,0.0006899731233716011,0.0006007368792779744,0.0021340851671993732
82,5.7468128943583e-05,7.265711610671133e-05,0.0006910663796588778,0.0005689559038728476,0.0018788588931784034
83,6.202126678545028e-05,4.272525984561071e-05,0.0006574198487214744,0.0005988551420159638,0.0017195189138874412
84,5.518720718100667e-05,6.77007483318448e-05,0.0006570477853529155,0.0005399929941631854,0.0016599264927208424
85,6.751219189027324e-05,4.087647539563477e-05,0.0006368295289576054,0.0004817444714717567,0.001958157168701291
86,6.220181967364624e-05,5.973868246655911e-05,0.0006451085209846497,0.0005455868085846305,0.001894169021397829
87,5.6379623856628314e-05,4.145274215261452e-05,0.0006262521492317319,0.0005190427182242274,0.0018926996272057295
88,5.6742497690720484e-05,6.034239413565956e-05,0.0006068425136618316,0.0005783950327895582,0.0018388136522844434
89,6.456742266891524e-05,4.395351425046101e-05,0.0005883186822757125,0.0005612196982838213,0.0017669718945398927
90,5.9355341363698244e-05,6.171913992147893e-05,0.0005696799489669502,0.0006179065094329417,0.00164612359367311
91,6.824055162724108e-05,3.869564170599915e-05,0.0005648963269777596,0.0005738696781918406,0.0016882530180737376
