,Split1,Split2,Split3,Split4,Split5
0,0.007936415262520313,0.00678641302511096,0.002116090850904584,0.0027971866074949503,0.005000178702175617
1,0.001242076396010816,0.0012629012344405055,0.006753265392035246,0.001888298080302775,0.008599217981100082
2,0.005985214374959469,0.0009113152045756578,0.0037404298782348633,0.0013111267471686006,0.0014050808968022466
3,0.0044799670577049255,8.608170901425183e-05,0.004987451713532209,0.0013455910375341773,0.002618888160213828
4,0.0028972800355404615,0.0002560942084528506,0.0005959749105386436,0.0007137985085137188,0.003529655747115612
5,0.005368772428482771,9.28679874050431e-05,0.001013454282656312,0.0006962470361031592,0.004770691506564617
6,0.0010463681537657976,0.00018173929129261523,0.0017423091921955347,0.0005779155762866139,0.001204014988616109
7,0.0002279934851685539,0.00042717650649137795,0.0020951484329998493,0.0004731883527711034,0.0021191558334976435
8,0.0008005679119378328,0.00010163312254007906,0.001326198922470212,0.00041973593761213124,0.0016622007824480534
9,0.0009940452873706818,0.00033046002499759197,0.001105217495933175,0.0003899550065398216,0.0010380576131865382
10,0.0011614642571657896,0.0001727914932416752,0.0008715515723451972,0.0003740275278687477,0.0010951730655506253
11,0.00036794220795854926,0.00021316851780284196,0.0009317152434960008,0.00036574614932760596,0.0010729968780651689
12,0.0004561437526717782,0.00023956802033353597,0.0008531117928214371,0.0003608783590607345,0.0011334926821291447
13,0.0005639924202114344,0.00018834233924280852,0.0007908112602308393,0.0003659876238089055,0.001297369017265737
14,0.0004917458863928914,0.000230950114200823,0.0007141681271605194,0.00037317571695894003,0.0010503062512725592
15,0.00047792482655495405,0.00016162217070814222,0.0006805281736887991,0.0003500881139189005,0.0010724137537181377
16,0.00047271273797377944,0.00021315252524800599,0.00069497583899647,0.00037186441477388144,0.0010131511371582747
17,0.0003627898986451328,0.00018423957226332277,0.0006067948997952044,0.00034863315522670746,0.000807896489277482
18,0.0005814828327856958,0.0002530176134314388,0.000777384324464947,0.0003434305253904313,0.0009065298945643008
19,0.0005571636720560491,0.00020772461721207947,0.0006299113156273961,0.0003461249580141157,0.0008325589587911963
20,0.0005318087060004473,0.000181410854565911,0.0006758181843906641,0.00031718838727101684,0.0007906652172096074
21,0.0005127928452566266,0.0002108628541463986,0.0007038508774712682,0.00032894525793381035,0.0009078445727936924
22,0.0005173257668502629,0.0002053796051768586,0.0006788182072341442,0.0003265026898588985,0.001082235830835998
23,0.0005897569353692234,0.00020076526561751962,0.000602248590439558,0.00030975183472037315,0.0008598255226388574
24,0.0006384924636222422,0.0002271129924338311,0.0006375423399731517,0.0003290313179604709,0.0007551769376732409
25,0.0005837926873937249,0.00018028399790637195,0.0006690517766401172,0.0003084449272137135,0.0008697585435584188
26,0.0006519574671983719,0.00023804587544873357,0.0006524579948745668,0.0003279581724200398,0.000890730821993202
27,0.0007147059077396989,0.00023880197841208428,0.0006075231358408928,0.00031016720458865166,0.0006681593367829919
28,0.0006997320451773703,0.00023443908139597625,0.000648091605398804,0.0003268090367782861,0.0006699356017634273
29,0.0007414671708829701,0.0002418846997898072,0.000665213621687144,0.00030576332937926054,0.0007007059175521135
30,0.0007098139612935483,0.0002449321618769318,0.0006486038328148425,0.0003296468930784613,0.0006973951240070164
31,0.0006114274729043245,0.00025824469048529863,0.0006769425235688686,0.0003077259461861104,0.0006868342170491815
32,0.0004931276780553162,0.00026271885144524276,0.000631483446341008,0.0003222371742594987,0.0006408642511814833
33,0.00047497625928372145,0.0002704266516957432,0.0007039430201984942,0.0003039885777980089,0.0006877015111967921
34,0.0005943631986156106,0.00028077588649466634,0.0006801296258345246,0.00031847666832618415,0.0006939807208254933
35,0.0005641983007080853,0.0002834813203662634,0.000714241003151983,0.00031186145497485995,0.0006824242300353944
36,0.0007806317298673093,0.0002744506928138435,0.000649853958748281,0.00032774757710285485,0.0006919667357578874
37,0.0007676845998503268,0.0002765227109193802,0.0007084265816956758,0.00030015886295586824,0.000678625947330147
38,0.0010055244201794267,0.00025505287339910865,0.0006990054389461875,0.0003124545910395682,0.0008033100166358054
39,0.001013604342006147,0.0002781228395178914,0.0007228927570395172,0.0003068698279093951,0.0007660406408831477
40,0.0014038175577297807,0.00025322908186353743,0.0006820900598540902,0.0003092068072874099,0.0007071125437505543
41,0.0013960098149254918,0.00029568246100097895,0.0007296703406609595,0.00028359467978589237,0.0005797654739581048
42,0.00031676871003583074,0.000262723071500659,0.0006968008237890899,0.000295444973744452,0.0006014741375111043
43,0.00047777502913959324,0.00027538734138943255,0.0007247140165418386,0.0003078244626522064,0.0006150467088446021
44,0.000405521277571097,0.0002517714456189424,0.0006924776826053858,0.00030135278939269483,0.0006339572137221694
45,0.00048665361828170717,0.00029801332857459784,0.0007416136213578284,0.0002733749570325017,0.0005756082246080041
46,0.0005316744791343808,0.0002744618686847389,0.0007003640057519078,0.0002796171174850315,0.0005476874066516757
47,0.0005893621710129082,0.0002711102133616805,0.0007252977229654789,0.00027313403552398086,0.0005018999218009412
48,0.0006289834273047745,0.0002623224281705916,0.0006822896539233625,0.0002791931910905987,0.0005021049291826785
49,0.0006391413044184446,0.0002754826855380088,0.0007197430822998285,0.0002761688956525177,0.000466770346974954
50,0.0006343293352983892,0.00026518863160163164,0.0007093574968166649,0.0002870344615075737,0.0004947737324982882
51,0.0006319241365417838,0.0002734471345320344,0.0007439639884978533,0.0002812751627061516,0.0004400137986522168
52,0.0006216842448338866,0.00025166923296637833,0.0006834031664766371,0.0002881039690691978,0.00046894492697902024
53,0.0006229858263395727,0.0002562050358392298,0.0007687913021072745,0.0002841863315552473,0.0004361510509625077
54,0.0006384990410879254,0.0002595213009044528,0.0006895263213664293,0.0002833415346685797,0.0004682026046793908
55,0.0006527481600642204,0.00028264729189686477,0.0007722541922703385,0.0002795465406961739,0.0004291760560590774
56,0.0006790779298171401,0.0002560444700066,0.0006907191127538681,0.0002808785648085177,0.00048351584700867534
57,0.000699821743182838,0.00026017226628027856,0.0007689582416787744,0.0002722924400586635,0.0004313415556680411
58,0.0007289893110282719,0.00023763367789797485,0.0007071056752465665,0.0002781036018859595,0.0004537101194728166
59,0.0007457954925484955,0.00024990789825096726,0.0006948841619305313,0.00029145553708076477,0.00039443286368623376
60,0.0007615961949340999,0.00023279439483303577,0.0006791016203351319,0.00028243576525710523,0.0004183491109870374
61,0.000772716652136296,0.00023973833594936877,0.0006672880845144391,0.0003067895886488259,0.0003672291641123593
62,0.0007952658925205469,0.00022668317251373082,0.0006708828150294721,0.000258886837400496,0.0003615591849666089
63,0.0007934327004477382,0.00023784000950399786,0.0006708863656967878,0.00026957166846841574,0.00033313658786937594
64,0.0007970539154484868,0.00022996551706455648,0.0006648338749073446,0.0002784628595691174,0.00032903492683544755
65,0.0007871377747505903,0.0002502787101548165,0.0006341313128359616,0.00028191483579576015,0.00031250115716829896
66,0.0007855779840610921,0.00022081226052250713,0.0006532797706313431,0.0002556114923208952,0.00030865002190694213
